qz qx intensity
6.38281574199095 5.26010414747132 1
6.38281574199095 5.26377484122392 0
6.38420456460293 5.26010414747132 1
6.38420456460293 5.26377484122392 0.25
6.38559338721491 5.25643345371872 1
6.38559338721491 5.26010414747132 0
6.38559338721491 5.26377484122392 0.166666666666667
6.38698220982689 5.25643345371872 0
6.38698220982689 5.26010414747132 0
6.38698220982689 5.26377484122392 0.166666666666667
6.38837103243887 5.25276275996613 1
6.38837103243887 5.25643345371873 0.25
6.38837103243887 5.26010414747132 0.166666666666667
6.38837103243887 5.26377484122392 0
6.38975985505085 5.25276275996613 1
6.38975985505085 5.25643345371873 0.166666666666667
6.38975985505085 5.26010414747132 0.166666666666667
6.38975985505085 5.26377484122392 0
6.38975985505085 5.26744553497652 0
6.39114867766283 5.24909206621353 1
6.39114867766283 5.25276275996613 0.5
6.39114867766283 5.25643345371873 0.333333333333333
6.39114867766283 5.26010414747132 0.166666666666667
6.39114867766283 5.26377484122392 0
6.39114867766283 5.26744553497652 0
6.3925375002748 5.24909206621353 1
6.3925375002748 5.25276275996613 0.25
6.3925375002748 5.25643345371873 0.166666666666667
6.3925375002748 5.26010414747132 0
6.3925375002748 5.26377484122392 0.166666666666667
6.3925375002748 5.26744553497652 0.166666666666667
6.39392632288678 5.24909206621353 0
6.39392632288678 5.25276275996613 0.333333333333333
6.39392632288678 5.25643345371873 0.333333333333333
6.39392632288678 5.26010414747132 0
6.39392632288678 5.26377484122392 0.166666666666667
6.39392632288678 5.26744553497652 0.166666666666667
6.39392632288678 5.27111622872911 0
6.39531514549876 5.24542137246093 1
6.39531514549876 5.24909206621353 0
6.39531514549876 5.25276275996613 0.166666666666667
6.39531514549876 5.25643345371873 0.166666666666667
6.39531514549876 5.26010414747132 0.333333333333333
6.39531514549876 5.26377484122392 0.5
6.39531514549876 5.26744553497652 0.166666666666667
6.39531514549876 5.27111622872911 0
6.39670396811074 5.24542137246093 0
6.39670396811074 5.24909206621353 0
6.39670396811074 5.25276275996613 0.166666666666667
6.39670396811074 5.25643345371873 0.166666666666667
6.39670396811074 5.26010414747132 0.333333333333333
6.39670396811074 5.26377484122392 0.333333333333333
6.39670396811074 5.26744553497652 0.333333333333333
6.39670396811074 5.27111622872911 0.333333333333333
6.39809279072272 5.24175067870834 1
6.39809279072272 5.24542137246093 0.5
6.39809279072272 5.24909206621353 0.166666666666667
6.39809279072272 5.25276275996613 0
6.39809279072272 5.25643345371873 0
6.39809279072272 5.26010414747132 0.333333333333333
6.39809279072272 5.26377484122392 0.5
6.39809279072272 5.26744553497652 0.5
6.39809279072272 5.27111622872911 0.333333333333333
6.39809279072272 5.27478692248171 0
6.3994816133347 5.24175067870834 0
6.3994816133347 5.24542137246093 0.333333333333333
6.3994816133347 5.24909206621353 0.166666666666667
6.3994816133347 5.25276275996613 0
6.3994816133347 5.25643345371873 0
6.3994816133347 5.26010414747132 0
6.3994816133347 5.26377484122392 0.166666666666667
6.3994816133347 5.26744553497652 0.5
6.3994816133347 5.27111622872911 0.333333333333333
6.3994816133347 5.27478692248171 0
6.40087043594668 5.23807998495574 1
6.40087043594668 5.24175067870834 0.25
6.40087043594668 5.24542137246093 0.333333333333333
6.40087043594668 5.24909206621353 0.166666666666667
6.40087043594668 5.25276275996613 0.166666666666667
6.40087043594668 5.25643345371873 0.5
6.40087043594668 5.26010414747132 0.5
6.40087043594668 5.26377484122392 0.5
6.40087043594668 5.26744553497652 0.333333333333333
6.40087043594668 5.27111622872911 0.166666666666667
6.40087043594668 5.27478692248171 0.166666666666667
6.40225925855866 5.23807998495574 1
6.40225925855866 5.24175067870834 0.166666666666667
6.40225925855866 5.24542137246093 0
6.40225925855866 5.24909206621353 0
6.40225925855866 5.25276275996613 0.166666666666667
6.40225925855866 5.25643345371873 0.5
6.40225925855866 5.26010414747132 0.666666666666667
6.40225925855866 5.26377484122392 0.666666666666667
6.40225925855866 5.26744553497652 0.333333333333333
6.40225925855866 5.27111622872911 0.166666666666667
6.40225925855866 5.27478692248171 0.166666666666667
6.40225925855866 5.27845761623431 0
6.40364808117064 5.23440929120314 1
6.40364808117064 5.23807998495574 0
6.40364808117064 5.24175067870834 0.166666666666667
6.40364808117064 5.24542137246093 0
6.40364808117064 5.24909206621353 0.166666666666667
6.40364808117064 5.25276275996613 0.5
6.40364808117064 5.25643345371873 0.666666666666667
6.40364808117064 5.26010414747132 0.666666666666667
6.40364808117064 5.26377484122392 0.666666666666667
6.40364808117064 5.26744553497652 0.333333333333333
6.40364808117064 5.27111622872911 0.166666666666667
6.40364808117064 5.27478692248171 0.166666666666667
6.40364808117064 5.27845761623431 0
6.40503690378261 5.23440929120314 0.5
6.40503690378261 5.23807998495574 0
6.40503690378261 5.24175067870834 0.166666666666667
6.40503690378261 5.24542137246093 0.166666666666667
6.40503690378261 5.24909206621353 0.166666666666667
6.40503690378261 5.25276275996613 0.333333333333333
6.40503690378261 5.25643345371873 0.166666666666667
6.40503690378261 5.26010414747132 0.166666666666667
6.40503690378261 5.26377484122392 0.333333333333333
6.40503690378261 5.26744553497652 0.166666666666667
6.40503690378261 5.27111622872911 0
6.40503690378261 5.27478692248171 0
6.40503690378261 5.27845761623431 0.166666666666667
6.40642572639459 5.23073859745055 1
6.40642572639459 5.23440929120314 0.25
6.40642572639459 5.23807998495574 0
6.40642572639459 5.24175067870834 0.166666666666667
